Name,Movement,Rarity,Type,Special Ability,Attack Wheel Size,Attack Name,Attack Type,Attack Value,Attack Ability,is Gen 1
Hypno,2,R,Psychic,"Spellbind - While this Pokémon is on the field, the Sleep Condition is not removed by the effects of other abilities",12,Miss,Red,,,True
Magikarp,2,C,Water,"Rapid Evolution - When this Pokémon faints in battle, you can evolve it without sending it to the P.C.",48,Splash,White,,0,True
Magikarp,2,C,Water,"Rapid Evolution - When this Pokémon faints in battle, you can evolve it without sending it to the P.C.",44,Flail,White,,10,True
Magikarp,2,C,Water,"Rapid Evolution - When this Pokémon faints in battle, you can evolve it without sending it to the P.C.",4,Miss,Red,,,True
Ivysaur,2,C,Grass / Poison,"Healing Seed - When this Pokémon is on the field, your Grass-type and Poison-type Pokémon cannot become poisoned or noxious.",28,Vine Whip,White,,40,True
Ivysaur,2,C,Grass / Poison,"Healing Seed - When this Pokémon is on the field, your Grass-type and Poison-type Pokémon cannot become poisoned or noxious.",24,Razor Leaf,White,,60,True
Ivysaur,2,C,Grass / Poison,"Healing Seed - When this Pokémon is on the field, your Grass-type and Poison-type Pokémon cannot become poisoned or noxious.",28,Sleep Powder,Purple,The battle opponent falls asleep.,☆,True
Ivysaur,2,C,Grass / Poison,"Healing Seed - When this Pokémon is on the field, your Grass-type and Poison-type Pokémon cannot become poisoned or noxious.",16,Miss,Red,,,True
Elekid,3,C,Electric,Connection - This Pokémon's damage is increased by +10 for every Electric-type Pokémon it is connected to,52,Power Zap,White,"If this Pokémon is knocked out, the battle opponent becomes paralyzed",60,False
Elekid,3,C,Electric,Connection - This Pokémon's damage is increased by +10 for every Electric-type Pokémon it is connected to,20,Quick Attack,Gold,,10,False
Elekid,3,C,Electric,Connection - This Pokémon's damage is increased by +10 for every Electric-type Pokémon it is connected to,24,Miss,Red,,,False
Natu,2,UC,Psychic / Flying,None,16,Quick Attack,Gold,,30,False
Natu,2,UC,Psychic / Flying,None,8,Miss,Red,,,False
Natu,2,UC,Psychic / Flying,None,16,Teleport,Purple,This Pokémon moves 2 steps away,☆☆☆,False
Natu,2,UC,Psychic / Flying,None,8,Miss,Red,,,False
Natu,2,UC,Psychic / Flying,None,16,Quick Attack,Gold,,30,False
Natu,2,UC,Psychic / Flying,None,32,Future Sight,Purple,This Pokémon and optionally the opponent Pokémon may respin one time.,☆☆,False
Raichu,2,UC,Electric,Grounding - This Pokémon cannot be Paralysed,8,Miss,Red,,,True
Raichu,2,UC,Electric,Grounding - This Pokémon cannot be Paralysed,28,Thunder,White,,100,True
Raichu,2,UC,Electric,Grounding - This Pokémon cannot be Paralysed,8,Miss,Red,,,True
Raichu,2,UC,Electric,Grounding - This Pokémon cannot be Paralysed,52,Thunder Jolt,White,"If this Pokémon is knocked out when using this move, the battle opponent becomes paralyzed.",40,True
Lucario,2,EX,Fighting / Steel,None,24,Dodge,Blue,,,False
Lucario,2,EX,Fighting / Steel,None,28,Aura Sphere,Purple,Either the battle opponent or a Pokémon behind it in a straight line from this Pokémon is knocked out.,☆,False
Lucario,2,EX,Fighting / Steel,None,8,Miss,Red,,,False
Lucario,2,EX,Fighting / Steel,None,36,Metal Claw,White,,70,False
Kakuna,0,UC,Bug / Poison,"Metamorphosis - If this Pokémon is not knocked out in battle, it can evolve",4,Miss,Red,,,True
Kakuna,0,UC,Bug / Poison,"Metamorphosis - If this Pokémon is not knocked out in battle, it can evolve",64,Hard Shelled,White,"Ifthis Pokémon is knocked out, the battle opponent gains an MP-2 marker",0,True
Kakuna,0,UC,Bug / Poison,"Metamorphosis - If this Pokémon is not knocked out in battle, it can evolve",28,Poison Sting,Purple,The opponent Pokémon is now Poisoned,☆,True
Wigglytuff,2,R,Normal / Fairy,"Hypnotic Voice - The next turn after using this Pokémon, your opponent will be unable to use Plates",8,Miss,Red,,,True
Wigglytuff,2,R,Normal / Fairy,"Hypnotic Voice - The next turn after using this Pokémon, your opponent will be unable to use Plates",24,Round,White,Damage is multiplied by the number of your own Pokémon on the field that also have Round,20x,True
Wigglytuff,2,R,Normal / Fairy,"Hypnotic Voice - The next turn after using this Pokémon, your opponent will be unable to use Plates",32,Sing,Purple,The battle opponent falls asleep,☆,True
Wigglytuff,2,R,Normal / Fairy,"Hypnotic Voice - The next turn after using this Pokémon, your opponent will be unable to use Plates",4,Miss,Red,,,True
Wigglytuff,2,R,Normal / Fairy,"Hypnotic Voice - The next turn after using this Pokémon, your opponent will be unable to use Plates",28,Pound,White,,100,True
Aggron,1,EX,Steel / Rock,"Territoriality - While this Pokémon is on the bnch, it gains +1 MP. Your opponent's Pokémon cannot pass by this Pokémon with an MP move. Any opposing Pokémon that has used an MP move to move next to this Pokémon must attack it on that turn.",8,Miss,Red,,,False
Aggron,1,EX,Steel / Rock,"Territoriality - While this Pokémon is on the bnch, it gains +1 MP. Your opponent's Pokémon cannot pass by this Pokémon with an MP move. Any opposing Pokémon that has used an MP move to move next to this Pokémon must attack it on that turn.",16,Heavy Slam,White,"If the battle opponent has MP3 or higher, this Pokémon takes no damage and the battle opponent is knocked out",90,False
Aggron,1,EX,Steel / Rock,"Territoriality - While this Pokémon is on the bnch, it gains +1 MP. Your opponent's Pokémon cannot pass by this Pokémon with an MP move. Any opposing Pokémon that has used an MP move to move next to this Pokémon must attack it on that turn.",16,Protect,Blue,This Pokémon gains Wait.,,False
Aggron,1,EX,Steel / Rock,"Territoriality - While this Pokémon is on the bnch, it gains +1 MP. Your opponent's Pokémon cannot pass by this Pokémon with an MP move. Any opposing Pokémon that has used an MP move to move next to this Pokémon must attack it on that turn.",16,Brutal Swing,Purple,Adjacent opposing Pokémon are knocked 1 step back. Those Pokémon gain Wait.,☆☆☆,False
Aggron,1,EX,Steel / Rock,"Territoriality - While this Pokémon is on the bnch, it gains +1 MP. Your opponent's Pokémon cannot pass by this Pokémon with an MP move. Any opposing Pokémon that has used an MP move to move next to this Pokémon must attack it on that turn.",4,Miss,Red,,,False
Aggron,1,EX,Steel / Rock,"Territoriality - While this Pokémon is on the bnch, it gains +1 MP. Your opponent's Pokémon cannot pass by this Pokémon with an MP move. Any opposing Pokémon that has used an MP move to move next to this Pokémon must attack it on that turn.",36,Iron Tail,White,,140,False
Infernape,2,EX,Fire / Fighting,None,20,Detect,Blue,"On the next turn, this Pokémon gains +1 MP",,False
Infernape,2,EX,Fire / Fighting,None,36,Drive Kick,White,"If the battle opponent is knocked out, this Pokémon claims its previous spot and gains Wait.",150,False
Infernape,2,EX,Fire / Fighting,None,16,Miss,Red,,,False
Infernape,2,EX,Fire / Fighting,None,28,Mach Punch,Gold,,70,False
Totodile,3,UC,Water,Bite Instinct - This Pokémon must battle if possible after making an MP move,28,Bite,White,,90,False
Totodile,3,UC,Water,Bite Instinct - This Pokémon must battle if possible after making an MP move,12,Miss,Red,,,False
Totodile,3,UC,Water,Bite Instinct - This Pokémon must battle if possible after making an MP move,48,Water Gun,White,,60,False
Politoed,2,R,Water,"Big Chorus - If there are 3 or more Politoed on the field (including this Pokémon), the opposing player cannot use Plates",8,Miss,Red,,,False
Politoed,2,R,Water,"Big Chorus - If there are 3 or more Politoed on the field (including this Pokémon), the opposing player cannot use Plates",32,Hydro Pump,White,,90,False
Politoed,2,R,Water,"Big Chorus - If there are 3 or more Politoed on the field (including this Pokémon), the opposing player cannot use Plates",32,Round,White,Damage is multiplied by the number of your own Pokémon on the field that also have Round,40x,False
Politoed,2,R,Water,"Big Chorus - If there are 3 or more Politoed on the field (including this Pokémon), the opposing player cannot use Plates",4,Miss,Red,,,False
Politoed,2,R,Water,"Big Chorus - If there are 3 or more Politoed on the field (including this Pokémon), the opposing player cannot use Plates",20,Protect,Blue,This Pokémon gains Wait,,False
Gardevoir,2,EX,Psychic / Fairy,Ghost Sensor - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability,32,Warp Hole,Purple,"Switches the battle opponent for a Pokémon on the field, bench or P.C. Then, those Pokémon must wait 3",☆☆,False
Gardevoir,2,EX,Psychic / Fairy,Ghost Sensor - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability,32,Moonblast,White,,140,False
Gardevoir,2,EX,Psychic / Fairy,Ghost Sensor - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability,24,Super Psy,White,"If this Pokémon is knocked out , the battle opponent becomes confused.",100,False
Gardevoir,2,EX,Psychic / Fairy,Ghost Sensor - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability,8,Miss,Red,,,False
Vibrava,2,UC,Ground / Dragon,"Vibrating Sound - Your opponent's Pokémon cannot pass next to this Pokémon using an MP move. If the Pokémon your opponent moved last turn is next to this Pokémon, it cannot attack.",4,Miss,Red,,,False
Vibrava,2,UC,Ground / Dragon,"Vibrating Sound - Your opponent's Pokémon cannot pass next to this Pokémon using an MP move. If the Pokémon your opponent moved last turn is next to this Pokémon, it cannot attack.",24,Supersonic,Purple,The battle opponent becomes confused,☆☆,False
Vibrava,2,UC,Ground / Dragon,"Vibrating Sound - Your opponent's Pokémon cannot pass next to this Pokémon using an MP move. If the Pokémon your opponent moved last turn is next to this Pokémon, it cannot attack.",16,Dragon Breath,White,,70,False
Vibrava,2,UC,Ground / Dragon,"Vibrating Sound - Your opponent's Pokémon cannot pass next to this Pokémon using an MP move. If the Pokémon your opponent moved last turn is next to this Pokémon, it cannot attack.",24,Screech,Purple,All neighbor Pokémon now have Wait.,☆,False
Vibrava,2,UC,Ground / Dragon,"Vibrating Sound - Your opponent's Pokémon cannot pass next to this Pokémon using an MP move. If the Pokémon your opponent moved last turn is next to this Pokémon, it cannot attack.",28,Mud Shot,White,Attach MP-1 marker to the battle opponent.,40,False
Nuzleaf,2,UC,Grass / Dark,None,4,Miss,Red,,,False
Nuzleaf,2,UC,Grass / Dark,None,36,Torment,Purple,"Both Pokémon spin twice. If the battle opponent spins the same Attack both times, it misses",☆☆,False
Nuzleaf,2,UC,Grass / Dark,None,56,Faint Attack,White,,40,False
Shiftry,2,R,Grass / Dark,"Cut Off - When this Pokémon is on the field, it can move to your goal point instead of making an MP move (ends your turn)",28,Pound,White,,50,False
Shiftry,2,R,Grass / Dark,"Cut Off - When this Pokémon is on the field, it can move to your goal point instead of making an MP move (ends your turn)",32,Fan Away,Purple,The battle opponent is knocked 1 step back and gains Wait,☆☆,False
Shiftry,2,R,Grass / Dark,"Cut Off - When this Pokémon is on the field, it can move to your goal point instead of making an MP move (ends your turn)",28,Razor Wind,White,,70,False
Shiftry,2,R,Grass / Dark,"Cut Off - When this Pokémon is on the field, it can move to your goal point instead of making an MP move (ends your turn)",8,Miss,Red,,,False
Kirlia,2,R,Psychic / Fairy,Ghost Sensor - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability,20,Moonblast,White,,60,False
Kirlia,2,R,Psychic / Fairy,Ghost Sensor - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability,32,Super Psy,White,"If this Pokémon is knocked out , the battle opponent becomes confused.",40,False
Kirlia,2,R,Psychic / Fairy,Ghost Sensor - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability,32,Psycho Switch,Purple,"Benches the battle opponent. This Pokémon will then switch with another of your Pokémon from the field, bench or P.C.",☆☆,False
Kirlia,2,R,Psychic / Fairy,Ghost Sensor - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability,12,Miss,Red,,,False
Noctowl,2,UC,Normal / Flying,Insomnia - This Pokémon cannot be affected by sleep,4,Miss,Red,,,False
Noctowl,2,UC,Normal / Flying,Insomnia - This Pokémon cannot be affected by sleep,24,Mega Hypnosis,Purple,The battle opponent falls Asleep,☆☆☆,False
Noctowl,2,UC,Normal / Flying,Insomnia - This Pokémon cannot be affected by sleep,4,Miss,Red,,,False
Noctowl,2,UC,Normal / Flying,Insomnia - This Pokémon cannot be affected by sleep,64,Clutch,White,,50,False
Ralts,3,R,Psychic / Fairy,Ghost Sensor - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability,40,Confusion,White,,30,False
Ralts,3,R,Psychic / Fairy,Ghost Sensor - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability,44,Imprison,Purple,"Attaches an Imprisoned marker to the battle opponent. While that marker is attached, the Attack the battle opponent spun this turn becomes a Miss.",☆☆☆,False
Ralts,3,R,Psychic / Fairy,Ghost Sensor - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability,12,Miss,Red,,,False
Deoxys,3,EX,Psychic,Cross Wind - This Pokémon does not spend MP when moving from the bench to an Entry point. The 3-Pokémon limit does not apply  to this Pokémon in your deck,8,Miss,Red,,,False
Deoxys,3,EX,Psychic,Cross Wind - This Pokémon does not spend MP when moving from the bench to an Entry point. The 3-Pokémon limit does not apply  to this Pokémon in your deck,28,Extreme Speed,Gold,,20,False
Deoxys,3,EX,Psychic,Cross Wind - This Pokémon does not spend MP when moving from the bench to an Entry point. The 3-Pokémon limit does not apply  to this Pokémon in your deck,8,Dodge,Blue,,,False
Deoxys,3,EX,Psychic,Cross Wind - This Pokémon does not spend MP when moving from the bench to an Entry point. The 3-Pokémon limit does not apply  to this Pokémon in your deck,52,Psychic,White,,40,False
Deoxys,2,EX,Psychic,None,8,Miss,Red,,,False
Deoxys,2,EX,Psychic,None,16,Psychic,White,,50,False
Deoxys,2,EX,Psychic,None,24,Psycho Boost,White,,90,False
Deoxys,2,EX,Psychic,None,16,Psychic,White,,50,False
Deoxys,2,EX,Psychic,None,8,Evade,Blue,,,False
Deoxys,2,EX,Psychic,None,24,Teleport,Purple,This Pokémon moves 2 steps away,☆☆☆,False
Exeggutor,1,UC,Grass / Psychic,"Bigg Eggsplosion - Before battle, allows one of friendly Exeggcute to be choosed. If Barrage is spun, it deals +60 damage. If it does, the Exeggcute is Knocked Out",32,Barrage,White,,100,True
Exeggutor,1,UC,Grass / Psychic,"Bigg Eggsplosion - Before battle, allows one of friendly Exeggcute to be choosed. If Barrage is spun, it deals +60 damage. If it does, the Exeggcute is Knocked Out",32,Barrage,White,,110,True
Exeggutor,1,UC,Grass / Psychic,"Bigg Eggsplosion - Before battle, allows one of friendly Exeggcute to be choosed. If Barrage is spun, it deals +60 damage. If it does, the Exeggcute is Knocked Out",28,Stun Spore,Purple,The battle opponent becomes paralyzed.,☆,True
